0,5191,5465,656
1,5356,5881,1238
2,5542,6255,1804
3,5714,6536,2303
4,5868,6656,2746
5,5994,6345,3039
6,6137,5190,3092
7,6231,3737,2874
8,6229,2918,2662
9,6005,2851,2505
10,5318,2935,2124
11,4241,3060,1538
12,3086,3202,885
13,2436,3368,540
14,2212,3538,445
15,2206,3757,547
16,2254,3864,661
17,2266,3941,780
18,2218,3911,842
19,2039,3768,808
20,1776,3503,702
21,1508,3153,555
22,1252,2736,417
23,1088,2351,322
24,987,2038,253
25,899,1761,193
26,854,1538,158
27,818,1374,142
28,776,1232,139
29,735,1096,118
30,699,966,103
31,661,830,89
32,619,709,74
33,538,581,50
34,487,503,44
35,444,429,32
36,394,364,24
37,368,311,21
38,327,280,12
39,286,248,9
40,255,217,9
41,218,186,7
42,185,155,6
43,178,126,7
44,162,109,3
45,139,100,3
46,122,72,3
47,106,59,2
48,96,47,2
49,84,38,2
50,73,32,1
51,65,26,1
52,64,21,1
53,58,17,1
54,46,15,0
55,42,12,0
56,39,10,0
57,34,7,0
58,31,7,0
59,27,6,0
60,20,4,0
61,19,3,0
62,17,2,0
63,13,0,0
64,14,0,0
65,13,0,0
66,16,0,0
67,15,0,0
68,12,0,0
69,10,0,0
70,10,0,0
71,11,0,0
72,10,0,0
73,9,0,0
74,10,0,0
75,9,0,0
76,5,0,0
77,4,0,0
78,5,0,0
79,5,0,0
80,4,0,0
81,4,0,0
82,4,0,0
83,4,0,0
84,5,0,0
85,5,0,0
86,5,0,0
87,4,0,0
88,4,0,0
89,4,0,0
90,3,0,0
91,3,0,0
92,3,0,0
93,4,0,0
94,3,0,0
95,4,0,0
96,5,0,0
97,4,0,0
98,3,0,0
99,3,0,0
100,2,0,0
101,1,0,0
102,1,0,0
103,1,0,0
104,1,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,0,0
