01011110000001001000 2
01011010111110100010 0
01110101111101110100 1
10101111000110101011 0
01011110001101011001 0
11110101111101000100 1
01011110010001011110 1
01011110001001001010 1
11101011110000001011 1
01011110010001010111 1
00010111110011010101 1
01110101111000110100 1
01011111001101011000 1
00101111101010101011 1
11001011110001001001 2
00101111001000100111 1
01011111010101010110 2
10101111000110100100 1
00010111100000010000 2
01011110001101010110 1
01011111010111100011 1
10101111100110100011 1
01011110010001010111 1
01011110001101011000 0
10010111110011010010 1
10111010111100011010 1
01011010101110100010 2
01011110001101010101 0
01011110001001010001 1
10000010111100011010 0
11100010111110101010 2
01011111010001000101 1
01011110001101011100 0
01011110000001001010 2
10101111000100100010 2
00001011111010101010 1
01011111010101011101 2
10101111000110101101 1
01011111011101010011 2
10010111100000010010 1
00010111110100010010 1
01011110001101000101 1
01011111010101000110 2
01011111001101010000 1
01011110001001010100 2
11010111110100010100 0
01000010111110101010 2
00101111000100101001 2
01011111010001001110 0
01011110000001000100 1
01011110011110100010 2
11010111100100010101 1
11010111110101010110 1
01011111010101011001 2
01011111010001010011 1
11100101111101010100 2
01011010101110100010 2
10001011110001001000 2
11000101111000110101 1
01011110010001001001 1
10001011111010001000 1
11001011111011101001 1
11110101111000110100 1
01011110000001000110 1
10010111110100010100 1
10101111101010101011 1
01011110001001011100 2
10101111000110100110 0
01011110010001001000 1
01011111010101010100 2
10101111101110101110 1
01011110001101000100 0
01011110010001011001 1
10101111101010100011 1
01011110001101000110 0
01011111010101010101 1
10001011110001101011 1
01011010111110100010 0
10101111000110101001 1
00101111100110101110 1
11110101111001000101 1
11101011111001101000 1
00101111000110100101 1
11000010111110111010 1
10101111000110100011 1
01011110001101001111 0
10101111101110100000 1
01011110010001010010 1
11010111100100010001 1
01011110000001001010 2
10001011110001101000 1
01011111010001010011 1
11010111110100010101 1
00010111100000010111 1
01011111010101011101 2
00101111000100101001 1
01011110001001000001 2
00101111101010101011 2
11101011111010001000 1
01011110001001001100 1
01011111010001001011 0
01011111010101000011 1
00010111100000010111 1
01011111010001100011 1
01011111001101001001 1
11101011111010001001 0
10101111000000100111 2
01011110000001011000 2
01101011110001101011 0
01011110010001001010 1
00101111001000100011 1
01011110000001001100 2
10101111000000101001 1
11101011111010001000 1
00101111101000101011 0
00101111000110101001 0
00101111001000101101 1
01011110000001010001 1
00000101111101000100 0
00001011110001101001 0
01011110000001010010 2
10101111000000101011 1
10101111101010100001 2
10101111000100100010 1
01101011111010001001 0
10000010111100010010 2
01011110001001001001 1
01011111010001010110 0
11100101111001000101 1
01011110001001001000 2
11010111110011010011 1
01011111011101000001 1
01011111001101011000 1
10110101111000110100 1
01011110010001010011 1
01011010111110100010 0
01011010101110100010 1
10110101111001000100 1
01011110001101010111 0
10110101111000100101 2
01011110010001011001 1
01011111011101011001 1
01011111001101001111 1
10101111100110101010 1
01011110001101011111 0
01011111011101001001 2
10110101111101110100 1
01011111010101000011 1
10101111000100100000 2
00101111000110101010 1
01011111010101011001 1
00000010111110101010 2
01011110000001011100 2
00110010111100010010 1
10101111000000100110 1
10101111000000101000 1
01011111001101001110 1
01011111001101010100 1
00001011111001101000 1
01011111001101000101 1
11100101111101000101 0
01011111010001000011 0
11010111100000010100 2
10101111000000100110 1
10101111101010100100 1
00001011111010101000 2
00101111000110100100 1
11001011110001101010 0
10101111101000100101 0
01011111010001010100 1
00101111000110100110 1
01011110000001001001 1
01011110000001010011 1
10101111001000100101 1
10101111000110100111 1
00001011110001101011 0
10000101111101110100 1
00101111000110101110 0
00010111100000010110 1
10101111101000100001 1
11010111110101010110 2
01011110001110100010 1
00101111101000100011 0
00010111110101010010 1
01011110001101011110 0
11110101111101110101 2
11010111110111010101 1
11010111110111010010 1
11101011111010001000 1
10101111000100100010 2
00101111101000101001 0
01011110010001011111 1
10010111100011010001 0
00010111100000010001 1
11010111110101010111 1
01011111001101010000 1
10101111101010100010 1
10110101111000110100 0
01011111010001000011 0
01011110001101001011 0
01011110010001010010 1
00101111000000100101 1
01101011111010101010 2
00101111100110101100 1
01011110001101000100 0
11110010111100011010 1
01011110001101001110 1
10101111100110100001 1
10010111110111010110 1
01011110000001010011 1
10010111110101010100 2
01011110001110100010 0
01011110010001011111 1
00101111101000100100 0
01011111010001100011 1
00010111110111010000 1
01011111001101001100 1
01011111010001010110 1
11010111110011010101 1
01011110010001010101 1
