0,0,1,0
1,0,2,0
2,1,11,0
3,0,45,0
4,1,243,0
5,2,840,0
6,20,1897,0
7,61,3140,0
8,207,3182,0
9,435,2495,0
10,969,1854,0
11,1584,1429,0
12,1772,1093,0
13,1409,832,0
14,884,614,0
15,503,482,0
16,385,425,0
17,396,429,0
18,476,596,0
19,711,760,0
20,873,995,0
21,913,1297,0
22,852,1579,0
23,693,1560,0
24,614,1508,0
25,568,1426,0
26,486,1365,0
27,430,1261,0
28,441,1282,0
29,503,1343,0
30,638,1410,0
31,805,1550,0
32,938,1538,0
33,995,1468,0
34,959,1345,0
35,872,1228,0
36,805,1128,0
37,766,1140,0
38,712,1191,0
39,810,1206,0
40,871,1314,0
41,820,1374,0
42,837,1441,0
43,775,1482,0
44,709,1529,0
45,672,1536,0
46,685,1555,0
47,681,1549,0
48,668,1530,0
49,673,1572,0
50,720,1534,0
51,762,1540,0
52,814,1590,0
53,808,1515,0
54,788,1508,0
55,841,1486,0
56,780,1492,0
57,777,1468,0
58,788,1458,0
59,825,1430,0
60,882,1477,0
61,872,1502,0
62,778,1471,0
63,786,1480,0
64,758,1488,0
65,806,1555,0
66,797,1566,0
67,818,1622,0
68,794,1608,0
69,763,1559,0
70,796,1617,0
71,777,1643,0
72,786,1637,0
73,801,1615,0
74,793,1584,0
75,817,1564,0
76,822,1622,0
77,869,1577,0
78,857,1527,0
79,879,1474,0
80,832,1500,0
81,829,1556,0
82,889,1635,0
83,893,1619,0
84,810,1602,0
85,804,1604,0
86,840,1522,0
87,801,1569,0
88,817,1678,0
89,781,1722,0
90,805,1723,0
91,848,1680,0
92,834,1690,0
93,850,1726,0
94,870,1724,0
95,847,1731,0
96,830,1681,0
97,826,1694,0
98,824,1676,0
99,906,1634,0
100,921,1662,0
101,938,1677,0
102,862,1689,0
103,846,1689,0
104,852,1642,0
105,853,1608,0
106,847,1595,0
107,838,1589,0
108,893,1631,0
109,891,1701,0
110,904,1787,0
111,894,1857,0
112,865,1865,0
113,823,1778,0
114,835,1768,0
115,809,1767,0
116,768,1739,0
117,754,1730,0
118,848,1744,0
119,869,1748,0
120,859,1817,0
121,941,1895,0
122,1008,1778,0
123,981,1758,0
124,950,1686,0
125,888,1716,0
126,853,1664,0
127,831,1646,0
128,852,1665,0
129,812,1771,0
130,915,1854,0
131,921,1864,0
132,976,1884,0
133,938,1921,0
134,887,1901,0
135,847,1860,0
136,836,1830,0
137,855,1810,0
138,852,1751,0
139,869,1822,0
140,909,1843,0
141,891,1876,0
142,945,1849,0
143,924,1852,0
144,988,1906,0
145,935,1906,0
146,928,1838,0
147,863,1850,0
148,865,1817,0
149,857,1848,0
150,891,1817,0
151,994,1859,0
152,947,1840,0
153,950,1945,0
154,937,1973,0
155,953,1906,0
156,961,1937,0
157,915,1892,0
158,884,1896,0
159,831,1874,0
160,908,1919,0
161,860,1933,0
162,853,1948,0
163,905,1985,0
164,934,1975,0
165,1005,1974,0
166,1011,1947,0
167,965,1985,0
168,951,1962,0
169,939,1932,0
170,1020,1905,0
171,931,1872,0
172,934,1897,0
173,841,1878,0
174,960,1907,0
175,954,1963,0
176,927,1937,0
177,943,2034,0
178,926,2057,0
179,962,1997,0
180,954,1955,0
181,921,1985,0
182,923,1980,0
183,899,1988,0
184,975,2009,0
185,929,1971,0
186,930,2013,0
187,931,1967,0
188,962,1925,0
189,970,1970,0
190,1001,1944,0
191,981,2007,0
192,963,2048,0
193,940,2090,0
194,954,2015,0
195,942,2075,0
196,967,2058,0
197,980,1989,0
198,979,2025,0
199,938,2010,0
200,963,2056,0
201,972,2061,0
202,965,2009,0
203,978,1978,0
204,1003,1999,0
205,985,2079,0
206,966,2082,0
207,957,2087,0
208,981,2084,0
209,918,2074,0
210,927,2088,0
211,957,2080,0
212,974,2116,0
213,950,2072,0
214,1018,2065,0
215,964,2045,0
216,990,1966,0
217,1052,1911,0
218,1032,1957,0
219,1074,1967,0
220,1049,1961,0
221,1092,1989,0
222,1048,2016,0
223,1020,2012,0
224,949,2082,0
225,939,2069,0
226,964,2109,0
227,932,2053,0
228,987,2134,0
229,997,2154,0
230,943,2122,0
231,998,2125,0
232,944,2145,0
233,1014,2101,0
234,955,2118,0
235,1001,2122,0
236,1045,2190,0
237,984,2130,0
238,1010,2173,0
239,1017,2128,0
240,991,2126,0
241,1015,2113,0
242,992,2157,0
243,1033,2231,0
244,921,2201,0
245,975,2232,0
246,1024,2196,0
247,1005,2179,0
248,986,2142,0
249,1032,2130,0
250,1020,2188,0
251,1011,2186,0
252,1064,2194,0
253,1025,2171,0
254,977,2206,0
255,1005,2144,0
256,986,2225,0
257,990,2222,0
258,1000,2205,0
259,991,2241,0
260,998,2248,0
261,984,2217,0
262,1000,2263,0
263,1032,2229,0
264,1055,2256,0
265,1015,2248,0
266,1050,2186,0
267,1034,2183,0
268,975,2202,0
269,1069,2146,0
270,1035,2147,0
271,1027,2152,0
272,1024,2154,0
273,1019,2163,0
274,1087,2186,0
275,1047,2157,0
276,1039,2235,0
277,982,2224,0
278,1012,2230,0
279,1016,2241,0
280,1013,2204,0
281,1023,2210,0
282,1054,2200,0
283,1084,2150,0
284,1086,2132,0
285,1078,2183,0
286,1056,2153,0
287,1055,2169,0
288,1070,2194,0
289,1074,2159,0
290,1044,2215,0
291,1041,2191,0
292,1107,2189,0
293,1090,2203,0
294,1029,2207,0
295,1071,2234,0
296,1037,2235,0
297,1102,2166,0
298,1118,2173,0
299,1119,2179,0
300,1082,2195,0
301,1122,2169,0
302,1078,2175,0
303,1100,2139,0
304,1041,2238,0
305,977,2257,0
306,996,2288,0
307,1045,2276,0
308,976,2266,0
309,1007,2256,0
310,988,2304,0
311,1024,2237,0
312,1065,2231,0
313,1029,2297,0
314,1034,2314,0
315,1024,2269,0
316,1041,2229,0
317,1066,2230,0
318,1051,2229,0
319,1068,2292,0
320,1083,2263,0
321,1102,2271,0
322,1097,2236,0
323,1063,2196,0
324,1064,2262,0
325,1084,2227,0
326,1118,2245,0
327,1040,2223,0
328,1131,2221,0
329,1120,2255,0
330,1076,2226,0
331,1077,2204,0
332,1091,2226,0
333,1081,2283,0
334,1079,2268,0
335,1105,2281,0
336,1108,2242,0
337,1063,2236,0
338,1022,2194,0
339,1070,2197,0
340,1135,2184,0
341,1080,2222,0
342,1110,2228,0
343,1123,2276,0
344,1106,2253,0
345,1121,2186,0
346,1064,2223,0
347,1106,2279,0
348,1100,2272,0
349,1078,2294,0
350,1115,2340,0
351,1141,2297,0
352,1069,2298,0
353,1040,2229,0
354,1101,2286,0
355,1065,2282,0
356,1099,2252,0
357,1094,2327,0
358,1079,2326,0
359,1060,2270,0
360,1044,2250,0
361,1092,2283,0
362,1060,2297,0
363,1032,2323,0
364,1127,2370,0
365,1097,2380,0
366,1062,2377,0
367,1080,2407,0
368,1139,2454,0
369,1064,2398,0
370,1094,2394,0
371,1086,2413,0
372,1069,2402,0
373,1096,2381,0
374,1098,2348,0
375,1111,2434,0
376,1120,2402,0
377,1030,2417,0
378,1105,2363,0
379,1072,2372,0
380,1085,2299,0
381,1073,2348,0
382,1137,2315,0
383,1083,2359,0
384,1150,2264,0
385,1101,2305,0
386,1118,2292,0
387,1053,2315,0
388,1109,2282,0
389,1064,2345,0
390,1125,2382,0
391,1050,2397,0
392,1062,2361,0
393,1061,2381,0
394,1020,2332,0
395,1047,2369,0
396,1033,2358,0
397,1045,2401,0
398,1105,2427,0
399,1049,2405,0
400,1139,2416,0
401,1093,2345,0
402,1115,2383,0
403,1108,2388,0
404,1129,2386,0
405,1158,2396,0
406,1144,2373,0
407,1144,2444,0
408,1079,2421,0
409,1131,2429,0
410,1142,2444,0
411,1110,2435,0
412,1127,2467,0
413,1049,2405,0
414,1106,2525,0
415,1091,2472,0
416,1085,2443,0
417,1079,2517,0
418,1095,2547,0
419,1092,2526,0
420,1075,2466,0
421,1111,2496,0
422,1112,2454,0
423,1093,2435,0
424,1078,2457,0
425,1120,2462,0
426,1130,2446,0
427,1102,2391,0
428,1148,2463,0
429,1155,2446,0
430,1125,2460,0
431,1087,2459,0
432,1120,2487,0
433,1125,2555,0
434,1080,2496,0
435,1141,2496,0
436,1134,2551,0
437,1111,2490,0
438,1130,2475,0
439,1135,2479,0
440,1162,2456,0
441,1115,2437,0
442,1157,2472,0
443,1131,2485,0
444,1146,2530,0
445,1136,2504,0
446,1134,2527,0
447,1146,2526,0
448,1126,2453,0
449,1140,2461,0
450,1107,2454,0
451,1171,2410,0
452,1109,2416,0
453,1144,2460,0
454,1216,2443,0
455,1156,2408,0
456,1169,2395,0
457,1199,2377,0
458,1166,2448,0
459,1126,2407,0
460,1179,2435,0
461,1142,2488,0
462,1135,2469,0
463,1144,2558,0
464,1106,2545,0
465,1194,2510,0
466,1093,2476,0
467,1090,2496,0
468,1125,2463,0
469,1110,2486,0
470,1127,2506,0
471,1147,2457,0
472,1133,2487,0
473,1152,2395,0
474,1201,2387,0
475,1148,2420,0
476,1124,2452,0
477,1148,2434,0
478,1148,2451,0
479,1144,2437,0
480,1108,2447,0
481,1100,2499,0
482,1144,2390,0
483,1151,2453,0
484,1141,2453,0
485,1173,2435,0
486,1207,2430,0
487,1209,2388,0
488,1198,2345,0
489,1116,2373,0
490,1159,2390,0
491,1175,2403,0
492,1154,2389,0
493,1183,2455,0
494,1152,2474,0
495,1129,2562,0
496,1105,2447,0
497,1148,2491,0
498,1163,2465,0
499,1154,2462,0
