0 510 524 34
1 521 543 65
2 534 554 90
3 543 564 112
4 558 560 145
5 567 514 152
6 576 418 155
7 578 292 146
8 582 201 138
9 557 144 122
10 487 135 97
11 369 139 65
12 249 145 36
13 169 152 12
14 144 157 6
15 143 160 8
16 146 161 10
17 132 159 8
18 120 159 12
19 106 148 9
20 88 128 11
21 76 109 10
22 68 85 9
23 43 65 6
24 33 48 5
25 26 43 2
26 24 31 1
27 16 23 1
28 13 23 1
29 9 22 1
30 7 21 0
31 5 18 0
32 4 12 0
33 2 8 0
34 2 5 0
35 1 3 0
36 1 1 0
37 0 1 0
38 0 1 0
39 0 1 0
40 0 1 0
41 0 0 0
42 0 0 0
43 0 0 0
44 0 0 0
45 0 0 0
46 0 0 0
47 0 0 0
48 0 0 0
49 0 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 0 0 0
54 0 0 0
55 0 0 0
56 0 0 0
57 0 0 0
58 0 0 0
59 0 0 0
60 0 0 0
61 0 0 0
62 0 0 0
63 0 0 0
64 0 0 0
65 0 0 0
66 0 0 0
67 0 0 0
68 0 0 0
69 0 0 0
70 0 0 0
71 0 0 0
72 0 0 0
73 0 0 0
74 0 0 0
75 0 0 0
76 0 0 0
77 0 0 0
78 0 0 0
79 0 0 0
80 0 0 0
81 0 0 0
82 0 0 0
83 0 0 0
84 0 0 0
85 0 0 0
86 0 0 0
87 0 0 0
88 0 0 0
89 0 0 0
90 0 0 0
91 0 0 0
92 0 0 0
93 0 0 0
94 0 0 0
95 0 0 0
96 0 0 0
97 0 0 0
98 0 0 0
99 0 0 0
